Employee_ID,First_Name,Last_Name,Age,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Age_Group,Department,Region,Year,Performance_Score_Group,Remote_Work_Group
EMP1033,Grace,Johnson,25,Inactive,2021-08-07,79610.52,grace.johnson@example.com,230-450-1895,Average,False,Young Adults,Finance,California,2021,2,No
EMP1034,Heidi,Miller,30,Active,2020-04-29,90542.62,heidi.miller@example.com,164-236-1031,Excellent,True,Early Middle Age,Admin,California,2020,4,Yes
EMP1035,Frank,Jones,25,Inactive,2022-10-26,114357.1,frank.jones@example.com,664-214-7648,Excellent,True,Young Adults,Cloud Tech,Illinois,2022,4,Yes
EMP1036,Alice,Brown,30,Active,2023-05-03,54757.26,alice.brown@example.com,251-583-7766,Poor,False,Early Middle Age,Cloud Tech,New York,2023,1,No
EMP1037,Grace,Smith,25,Pending,2023-05-02,52781.92,grace.smith@example.com,499-616-5925,Average,True,Young Adults,Sales,New York,2023,2,Yes
EMP1038,Frank,Smith,35,Pending,2021-10-05,66708.02,frank.smith@example.com,610-857-3277,Good,True,Early Middle Age,Admin,Nevada,2021,3,Yes
EMP1039,Eva,Williams,40,Active,2022-07-27,93481.15,eva.williams@example.com,814-761-7421,Poor,False,Late Middle Age,HR,Texas,2022,1,No
EMP1040,Bob,Williams,25,Pending,2021-06-27,59271.96,bob.williams@example.com,438-649-0809,Excellent,True,Young Adults,Sales,New York,2021,4,Yes
EMP1041,Bob,Davis,30,Active,2022-06-16,108362.15,bob.davis@example.com,818-661-7944,Excellent,False,Early Middle Age,HR,California,2022,4,No
EMP1042,Alice,Johnson,30,Active,2024-12-03,59400.38,alice.johnson@example.com,491-801-7225,Average,True,Early Middle Age,HR,Nevada,2024,2,Yes
EMP1043,Bob,Garcia,30,Inactive,2023-05-23,64744.08,bob.garcia@example.com,164-597-793,Excellent,False,Early Middle Age,Admin,California,2023,4,No
EMP1044,Eva,Brown,30,Active,2020-07-08,94399.91,eva.brown@example.com,523-219-4167,Good,True,Early Middle Age,Finance,California,2020,3,Yes
EMP1045,Alice,Brown,25,Pending,2021-06-20,61310.74,alice.brown@example.com,610-277-68,Average,True,Young Adults,HR,New York,2021,2,Yes
EMP1046,Grace,Garcia,30,Active,2024-12-13,98371.37,grace.garcia@example.com,749-956-4121,Excellent,False,Early Middle Age,Cloud Tech,Texas,2024,4,No
EMP1047,Alice,Davis,35,Active,2022-05-30,58921.19,alice.davis@example.com,310-303-722,Average,True,Early Middle Age,Sales,Illinois,2022,2,Yes
EMP1048,Alice,Miller,35,Active,2023-09-27,57195.55,alice.miller@example.com,683-147-2759,Excellent,False,Early Middle Age,Admin,Nevada,2023,4,No
EMP1049,Grace,Miller,30,Active,2024-11-05,61375.12,grace.miller@example.com,122-777-0792,Excellent,True,Early Middle Age,DevOps,New York,2024,4,Yes
EMP1050,Charlie,Davis,40,Pending,2021-11-11,104767.05,charlie.davis@example.com,349-605-0165,Excellent,False,Late Middle Age,Cloud Tech,New York,2021,4,No
EMP1051,David,Miller,35,Active,2022-02-22,111051.67,david.miller@example.com,799-840-7677,Good,False,Early Middle Age,Admin,Nevada,2022,3,No
EMP1052,David,Williams,30,Inactive,2024-08-07,105674.18,david.williams@example.com,997-308-0694,Good,False,Early Middle Age,Finance,California,2024,3,No
EMP1053,Alice,Brown,30,Inactive,2024-11-05,54859.45,alice.brown@example.com,814-671-7956,Average,False,Early Middle Age,Finance,California,2024,2,No
EMP1054,Frank,Davis,30,Pending,2021-11-09,115746.6,frank.davis@example.com,602-437-5737,Excellent,True,Early Middle Age,Finance,Nevada,2021,4,Yes
EMP1055,Eva,Brown,30,Active,2020-08-10,91759.99,eva.brown@example.com,395-972-4664,Excellent,True,Early Middle Age,Sales,California,2020,4,Yes
EMP1056,Frank,Garcia,40,Active,2022-02-27,112965.33,frank.garcia@example.com,729-341-7222,Good,False,Late Middle Age,Sales,Illinois,2022,3,No
EMP1057,Alice,Smith,40,Pending,2023-11-07,100360.1,alice.smith@example.com,297-167-4337,Excellent,False,Late Middle Age,Cloud Tech,Illinois,2023,4,No
EMP1058,David,Williams,35,Pending,2021-11-07,93620.88,david.williams@example.com,545-228-00,Good,False,Early Middle Age,Finance,Texas,2021,3,No
EMP1059,Bob,Jones,35,Pending,2022-04-16,72832.8,bob.jones@example.com,561-931-8373,Excellent,True,Early Middle Age,Sales,California,2022,4,Yes
EMP1060,Charlie,Williams,30,Inactive,2023-10-19,102369.42,charlie.williams@example.com,550-842-8909,Average,True,Early Middle Age,Finance,Nevada,2023,2,Yes
EMP1061,Eva,Davis,40,Inactive,2021-08-10,64712.79,eva.davis@example.com,771-199-1807,Excellent,True,Late Middle Age,Sales,Texas,2021,4,Yes
EMP1062,Frank,Jones,40,Pending,2021-03-13,85782.18,frank.jones@example.com,121-352-4786,Excellent,True,Late Middle Age,Finance,Florida,2021,4,Yes
EMP1063,Charlie,Smith,25,Pending,2023-07-20,93348.26,charlie.smith@example.com,125-521-3759,Poor,False,Young Adults,HR,Illinois,2023,1,No
EMP1064,David,Davis,35,Active,2020-02-20,53234.96,david.davis@example.com,375-482-1455,Good,False,Early Middle Age,Admin,New York,2020,3,No
EMP1065,Bob,Johnson,40,Pending,2021-02-02,100284.21,bob.johnson@example.com,532-863-2665,Excellent,False,Late Middle Age,Finance,Nevada,2021,4,No
EMP1066,Grace,Brown,30,Pending,2020-01-12,112486.19,grace.brown@example.com,785-072-0810,Excellent,True,Early Middle Age,Admin,Nevada,2020,4,Yes
EMP1067,Bob,Smith,40,Pending,2022-11-26,82518.49,bob.smith@example.com,556-260-6028,Poor,True,Late Middle Age,Admin,New York,2022,1,Yes
EMP1068,Bob,Brown,40,Pending,2022-12-23,119152.47,bob.brown@example.com,846-684-549,Poor,True,Late Middle Age,Admin,Florida,2022,1,Yes
EMP1069,Heidi,Miller,30,Inactive,2024-08-28,113479.83,heidi.miller@example.com,489-267-3898,Good,False,Early Middle Age,DevOps,Illinois,2024,3,No
EMP1070,Charlie,Johnson,40,Active,2024-09-16,94636.3,charlie.johnson@example.com,756-341-0855,Poor,False,Late Middle Age,Finance,California,2024,1,No
EMP1071,Heidi,Johnson,30,Active,2024-01-01,70000.97,heidi.johnson@example.com,288-431-8847,Average,True,Early Middle Age,HR,Florida,2024,2,Yes
EMP1072,Frank,Smith,30,Active,2021-04-18,76812.47,frank.smith@example.com,520-089-4345,Poor,False,Early Middle Age,Cloud Tech,New York,2021,1,No
EMP1073,David,Johnson,25,Inactive,2023-01-16,82614.7,david.johnson@example.com,810-548-5100,Average,True,Young Adults,Finance,Florida,2023,2,Yes
EMP1074,Grace,Jones,40,Active,2024-10-20,111645.97,grace.jones@example.com,749-075-3997,Good,True,Late Middle Age,Sales,Nevada,2024,3,Yes
EMP1075,Heidi,Johnson,25,Inactive,2024-10-13,112414.91,heidi.johnson@example.com,935-449-2682,Good,False,Young Adults,HR,California,2024,3,No
EMP1076,David,Brown,40,Inactive,2022-09-21,52031.74,david.brown@example.com,158-935-7125,Good,True,Late Middle Age,Admin,California,2022,3,Yes
EMP1077,Grace,Brown,30,Pending,2022-12-29,51887.65,grace.brown@example.com,611-062-7370,Good,False,Early Middle Age,Finance,New York,2022,3,No
EMP1078,Alice,Davis,25,Active,2024-11-10,82318.89,alice.davis@example.com,586-988-6496,Good,True,Young Adults,DevOps,Florida,2024,3,Yes
EMP1079,Grace,Brown,35,Inactive,2021-11-22,103286.08,grace.brown@example.com,677-622-8276,Average,False,Early Middle Age,Admin,Florida,2021,2,No
EMP1080,Grace,Davis,35,Active,2024-03-14,87759.33,grace.davis@example.com,288-137-7027,Average,False,Early Middle Age,Cloud Tech,Florida,2024,2,No
EMP1081,Frank,Brown,30,Pending,2020-03-23,102796.32,frank.brown@example.com,519-611-5939,Good,False,Early Middle Age,DevOps,Texas,2020,3,No
EMP1082,David,Jones,25,Active,2020-09-15,83149.27,david.jones@example.com,821-545-4469,Poor,True,Young Adults,Sales,New York,2020,1,Yes
EMP1083,David,Garcia,40,Inactive,2020-12-09,92412.49,david.garcia@example.com,229-604-4326,Excellent,True,Late Middle Age,DevOps,California,2020,4,Yes
EMP1084,Bob,Davis,30,Pending,2020-02-22,115022.1,bob.davis@example.com,185-106-793,Good,False,Early Middle Age,HR,Texas,2020,3,No
EMP1085,Grace,Williams,40,Active,2023-04-27,98343.01,grace.williams@example.com,975-679-2286,Poor,False,Late Middle Age,DevOps,New York,2023,1,No
EMP1086,Bob,Miller,35,Active,2024-06-18,118869.1,bob.miller@example.com,772-519-9662,Excellent,True,Early Middle Age,DevOps,Illinois,2024,4,Yes
EMP1087,Frank,Smith,30,Inactive,2020-05-21,85417.26,frank.smith@example.com,658-074-1208,Good,True,Early Middle Age,Finance,Nevada,2020,3,Yes
EMP1088,Grace,Brown,40,Inactive,2023-07-25,112410.25,grace.brown@example.com,481-813-9889,Good,True,Late Middle Age,Cloud Tech,Florida,2023,3,Yes
EMP1089,Charlie,Johnson,40,Pending,2023-08-25,68905.77,charlie.johnson@example.com,983-780-1819,Average,False,Late Middle Age,Admin,Nevada,2023,2,No
EMP1090,Heidi,Garcia,40,Pending,2021-07-03,72561.32,heidi.garcia@example.com,433-971-8955,Excellent,True,Late Middle Age,Finance,Nevada,2021,4,Yes
EMP1091,Bob,Brown,35,Inactive,2023-03-13,92723.22,bob.brown@example.com,907-056-2607,Excellent,True,Early Middle Age,Finance,New York,2023,4,Yes
EMP1092,Alice,Johnson,40,Inactive,2021-03-10,74837.75,alice.johnson@example.com,564-111-8241,Poor,False,Late Middle Age,HR,New York,2021,1,No
EMP1093,Eva,Miller,30,Pending,2020-01-21,86163.91,eva.miller@example.com,241-246-2094,Average,True,Early Middle Age,DevOps,California,2020,2,Yes
EMP1094,David,Miller,40,Active,2023-11-15,83326.52,david.miller@example.com,200-461-5264,Average,True,Late Middle Age,Finance,Illinois,2023,2,Yes
EMP1095,Heidi,Miller,25,Active,2022-04-08,98425.1,heidi.miller@example.com,461-033-9936,Average,True,Young Adults,Cloud Tech,California,2022,2,Yes
EMP1096,Frank,Johnson,40,Inactive,2022-05-21,119764.2,frank.johnson@example.com,886-140-5785,Average,False,Late Middle Age,Sales,Illinois,2022,2,No
EMP1097,Frank,Brown,40,Inactive,2021-04-17,58445.91,frank.brown@example.com,170-630-4890,Excellent,False,Late Middle Age,HR,California,2021,4,No
EMP1098,Bob,Miller,30,Active,2021-03-19,101702.33,bob.miller@example.com,382-496-7182,Excellent,False,Early Middle Age,DevOps,New York,2021,4,No
EMP1099,Eva,Jones,25,Active,2022-01-09,85547.87,eva.jones@example.com,258-238-6869,Good,False,Young Adults,Admin,California,2022,3,No
EMP1100,Charlie,Davis,35,Pending,2021-08-21,98819.22,charlie.davis@example.com,794-200-748,Good,False,Early Middle Age,Cloud Tech,Texas,2021,3,No
EMP1101,Heidi,Johnson,25,Inactive,2022-08-19,83509.99,heidi.johnson@example.com,465-398-4027,Average,False,Young Adults,Cloud Tech,Illinois,2022,2,No
EMP1102,Alice,Johnson,35,Active,2022-03-31,84422.26,alice.johnson@example.com,914-161-2845,Average,False,Early Middle Age,Finance,Texas,2022,2,No
EMP1103,Alice,Brown,30,Inactive,2020-06-23,119574.27,alice.brown@example.com,398-554-7434,Average,True,Early Middle Age,Admin,Illinois,2020,2,Yes
EMP1104,Grace,Johnson,30,Active,2024-05-07,86580.08,grace.johnson@example.com,537-950-2096,Good,True,Early Middle Age,Sales,Illinois,2024,3,Yes
EMP1105,Heidi,Johnson,35,Inactive,2023-03-10,93471.91,heidi.johnson@example.com,268-768-10,Poor,False,Early Middle Age,Sales,Florida,2023,1,No
EMP1106,Bob,Miller,30,Inactive,2023-09-14,55683.12,bob.miller@example.com,807-156-9561,Poor,True,Early Middle Age,DevOps,New York,2023,1,Yes
EMP1107,Bob,Brown,30,Inactive,2023-11-12,91566.78,bob.brown@example.com,175-370-303,Good,True,Early Middle Age,Cloud Tech,Florida,2023,3,Yes
EMP1108,David,Miller,35,Pending,2024-10-26,81782.19,david.miller@example.com,531-943-3749,Good,False,Early Middle Age,DevOps,California,2024,3,No
EMP1109,Eva,Davis,30,Inactive,2020-08-23,88119.37,eva.davis@example.com,479-303-6148,Good,True,Early Middle Age,DevOps,New York,2020,3,Yes
EMP1110,Eva,Garcia,30,Active,2024-06-11,71532.83,eva.garcia@example.com,872-839-9920,Good,True,Early Middle Age,Cloud Tech,Texas,2024,3,Yes
EMP1111,Eva,Davis,40,Pending,2021-09-14,98981.36,eva.davis@example.com,921-249-3842,Good,True,Late Middle Age,Cloud Tech,Florida,2021,3,Yes
EMP1112,Heidi,Garcia,40,Active,2024-12-26,80242.01,heidi.garcia@example.com,894-870-604,Good,True,Late Middle Age,Cloud Tech,Illinois,2024,3,Yes
EMP1113,Eva,Miller,25,Pending,2024-09-08,110236.18,eva.miller@example.com,664-187-7579,Average,True,Young Adults,Cloud Tech,New York,2024,2,Yes
EMP1114,Alice,Davis,35,Active,2022-08-21,86327.47,alice.davis@example.com,304-687-5062,Average,False,Early Middle Age,Sales,Texas,2022,2,No
EMP1115,Eva,Brown,30,Pending,2024-07-25,84420.81,eva.brown@example.com,519-036-1331,Average,False,Early Middle Age,Sales,Florida,2024,2,No
EMP1116,Frank,Smith,40,Pending,2020-08-02,110041.32,frank.smith@example.com,541-107-6094,Average,False,Late Middle Age,HR,California,2020,2,No
EMP1117,Heidi,Miller,35,Pending,2020-03-16,81837.81,heidi.miller@example.com,431-735-0582,Good,True,Early Middle Age,DevOps,Florida,2020,3,Yes
EMP1118,Frank,Garcia,25,Active,2023-09-08,110855.72,frank.garcia@example.com,199-717-9109,Poor,False,Young Adults,Finance,Illinois,2023,1,No
EMP1119,Alice,Jones,30,Pending,2024-03-29,84894.52,alice.jones@example.com,651-207-048,Excellent,True,Early Middle Age,Sales,California,2024,4,Yes
EMP1120,Alice,Garcia,30,Active,2021-08-12,80668.13,alice.garcia@example.com,611-080-4660,Good,True,Early Middle Age,HR,Illinois,2021,3,Yes
EMP1121,Bob,Jones,25,Active,2023-12-24,61086.47,bob.jones@example.com,963-990-7675,Excellent,True,Young Adults,DevOps,Illinois,2023,4,Yes
EMP1122,Grace,Johnson,25,Inactive,2020-08-28,95339.68,grace.johnson@example.com,991-507-8592,Poor,True,Young Adults,Admin,Texas,2020,1,Yes
EMP1123,Eva,Davis,30,Inactive,2024-09-05,83774.97,eva.davis@example.com,110-919-3927,Average,False,Early Middle Age,DevOps,California,2024,2,No
EMP1124,Heidi,Jones,30,Active,2023-05-12,85576.86,heidi.jones@example.com,456-797-2319,Poor,False,Early Middle Age,Admin,Florida,2023,1,No
EMP1125,Bob,Garcia,35,Pending,2021-07-01,107438.46,bob.garcia@example.com,249-685-497,Good,True,Early Middle Age,Finance,California,2021,3,Yes
EMP1126,Eva,Johnson,30,Inactive,2024-11-07,60401.68,eva.johnson@example.com,227-495-4507,Average,False,Early Middle Age,Sales,Nevada,2024,2,No
EMP1127,Frank,Smith,35,Inactive,2022-07-21,115299.66,frank.smith@example.com,920-388-0652,Good,True,Early Middle Age,Sales,Illinois,2022,3,Yes
EMP1128,David,Brown,30,Inactive,2020-03-30,72272.34,david.brown@example.com,331-537-7958,Average,False,Early Middle Age,Finance,New York,2020,2,No
EMP1129,Grace,Brown,40,Active,2022-10-11,117537.71,grace.brown@example.com,959-465-2169,Excellent,False,Late Middle Age,DevOps,Nevada,2022,4,No
EMP1130,Frank,Brown,25,Pending,2022-07-24,51074.33,frank.brown@example.com,730-337-9336,Excellent,True,Young Adults,Finance,Texas,2022,4,Yes
EMP1131,Charlie,Jones,25,Inactive,2023-06-30,98489.32,charlie.jones@example.com,563-620-5014,Excellent,False,Young Adults,Finance,California,2023,4,No
EMP1132,Frank,Smith,30,Pending,2024-01-11,112120.71,frank.smith@example.com,812-473-949,Poor,True,Early Middle Age,Finance,California,2024,1,Yes
EMP1133,Alice,Jones,30,Pending,2023-11-02,114465.04,alice.jones@example.com,334-234-257,Good,False,Early Middle Age,Cloud Tech,New York,2023,3,No
EMP1134,Bob,Davis,40,Pending,2024-11-22,57035.51,bob.davis@example.com,323-024-1025,Poor,True,Late Middle Age,Cloud Tech,Nevada,2024,1,Yes
EMP1135,Eva,Jones,25,Active,2021-08-23,75092.43,eva.jones@example.com,153-473-5527,Excellent,True,Young Adults,Cloud Tech,California,2021,4,Yes
EMP1136,David,Smith,30,Pending,2024-06-11,62603.98,david.smith@example.com,961-122-3385,Good,False,Early Middle Age,Finance,Illinois,2024,3,No
EMP1137,Grace,Smith,30,Inactive,2023-04-09,60018.24,grace.smith@example.com,559-630-9937,Excellent,False,Early Middle Age,DevOps,New York,2023,4,No
EMP1138,Eva,Davis,40,Active,2024-07-05,82567.73,eva.davis@example.com,425-304-2896,Poor,True,Late Middle Age,HR,Nevada,2024,1,Yes
EMP1139,Charlie,Smith,25,Pending,2021-09-04,94725.71,charlie.smith@example.com,317-912-8684,Poor,False,Young Adults,Finance,California,2021,1,No
EMP1140,Eva,Garcia,40,Inactive,2024-10-13,83824.56,eva.garcia@example.com,787-255-8776,Poor,False,Late Middle Age,HR,New York,2024,1,No
EMP1141,Frank,Smith,30,Inactive,2020-02-14,118456.11,frank.smith@example.com,496-903-3372,Excellent,True,Early Middle Age,HR,Nevada,2020,4,Yes
EMP1142,Eva,Brown,25,Pending,2020-04-10,113743.19,eva.brown@example.com,634-669-2547,Good,True,Young Adults,Sales,Nevada,2020,3,Yes
EMP1143,Eva,Garcia,30,Active,2023-07-27,63309.24,eva.garcia@example.com,121-478-5389,Good,False,Early Middle Age,Sales,California,2023,3,No
EMP1144,Charlie,Garcia,25,Active,2021-09-24,105202.73,charlie.garcia@example.com,789-567-7664,Excellent,True,Young Adults,DevOps,Nevada,2021,4,Yes
EMP1145,Frank,Davis,30,Inactive,2024-03-10,79085.22,frank.davis@example.com,754-602-7340,Good,True,Early Middle Age,Cloud Tech,California,2024,3,Yes
EMP1146,Frank,Williams,30,Active,2021-06-10,113983.43,frank.williams@example.com,514-888-1430,Excellent,True,Early Middle Age,Sales,California,2021,4,Yes
EMP1147,Eva,Williams,35,Active,2020-10-15,102790.6,eva.williams@example.com,115-083-5353,Good,False,Early Middle Age,Cloud Tech,Florida,2020,3,No
EMP1148,Grace,Smith,30,Inactive,2020-01-29,68512.1,grace.smith@example.com,443-928-4043,Average,False,Early Middle Age,HR,Texas,2020,2,No
EMP1149,Frank,Garcia,35,Pending,2022-01-30,57584.23,frank.garcia@example.com,566-907-8262,Average,True,Early Middle Age,Sales,Florida,2022,2,Yes
EMP1150,Alice,Williams,30,Pending,2021-03-29,95335.67,alice.williams@example.com,337-389-8774,Poor,False,Early Middle Age,Sales,California,2021,1,No
EMP1151,Heidi,Williams,35,Active,2020-10-13,53174.28,heidi.williams@example.com,153-663-7779,Average,True,Early Middle Age,DevOps,Florida,2020,2,Yes
EMP1152,Heidi,Smith,25,Pending,2020-10-04,77205.21,heidi.smith@example.com,529-240-7552,Average,False,Young Adults,Cloud Tech,New York,2020,2,No
EMP1153,Grace,Williams,30,Active,2024-12-18,79041.92,grace.williams@example.com,666-845-9089,Average,True,Early Middle Age,DevOps,Nevada,2024,2,Yes
EMP1154,Heidi,Jones,30,Active,2023-11-14,75937.1,heidi.jones@example.com,225-999-9662,Excellent,True,Early Middle Age,Finance,California,2023,4,Yes
EMP1155,David,Johnson,35,Inactive,2023-01-20,113118.73,david.johnson@example.com,618-637-1596,Average,False,Early Middle Age,Cloud Tech,Nevada,2023,2,No
EMP1156,Alice,Davis,40,Active,2024-10-02,107693.38,alice.davis@example.com,412-182-0969,Average,True,Late Middle Age,HR,New York,2024,2,Yes
EMP1157,David,Johnson,30,Inactive,2021-05-13,119217.46,david.johnson@example.com,231-643-3480,Poor,False,Early Middle Age,Cloud Tech,Texas,2021,1,No
EMP1158,David,Smith,25,Pending,2021-03-18,106913.71,david.smith@example.com,705-802-5661,Average,False,Young Adults,Sales,New York,2021,2,No
EMP1159,Charlie,Brown,30,Active,2020-09-23,87815.08,charlie.brown@example.com,128-671-6322,Average,True,Early Middle Age,Cloud Tech,California,2020,2,Yes
EMP1160,Bob,Davis,25,Inactive,2024-06-05,105190.21,bob.davis@example.com,467-299-4937,Good,True,Young Adults,Admin,Texas,2024,3,Yes
EMP1161,Alice,Smith,30,Active,2024-02-28,79467.24,alice.smith@example.com,743-027-1692,Poor,False,Early Middle Age,HR,Texas,2024,1,No
EMP1162,Bob,Garcia,40,Pending,2023-04-30,57633.78,bob.garcia@example.com,859-777-9013,Poor,True,Late Middle Age,Finance,California,2023,1,Yes
EMP1163,Alice,Brown,30,Pending,2020-03-04,54257.78,alice.brown@example.com,754-692-6328,Poor,True,Early Middle Age,HR,Florida,2020,1,Yes
EMP1164,Grace,Johnson,40,Inactive,2023-12-29,113679.06,grace.johnson@example.com,676-291-6031,Poor,True,Late Middle Age,DevOps,Texas,2023,1,Yes
EMP1165,Bob,Smith,35,Active,2020-09-15,69251.12,bob.smith@example.com,484-137-6814,Poor,True,Early Middle Age,Sales,New York,2020,1,Yes
EMP1166,Frank,Garcia,40,Inactive,2022-07-18,85388.58,frank.garcia@example.com,118-567-2437,Poor,True,Late Middle Age,Sales,Illinois,2022,1,Yes
EMP1167,Bob,Davis,30,Inactive,2022-07-13,112166.37,bob.davis@example.com,701-765-635,Excellent,False,Early Middle Age,DevOps,New York,2022,4,No
EMP1168,Heidi,Davis,40,Active,2021-10-02,79873.48,heidi.davis@example.com,412-577-70,Average,False,Late Middle Age,Finance,Nevada,2021,2,No
EMP1169,Frank,Miller,30,Active,2020-07-05,108224.03,frank.miller@example.com,183-727-4219,Poor,True,Early Middle Age,DevOps,Florida,2020,1,Yes
EMP1170,Bob,Garcia,35,Active,2023-04-16,116963.72,bob.garcia@example.com,912-418-6209,Average,True,Early Middle Age,Admin,Illinois,2023,2,Yes
EMP1171,Bob,Jones,40,Inactive,2024-11-12,114109.06,bob.jones@example.com,427-523-0836,Average,True,Late Middle Age,HR,Nevada,2024,2,Yes
EMP1172,Eva,Williams,30,Active,2023-03-29,85518.88,eva.williams@example.com,816-470-899,Excellent,False,Early Middle Age,HR,California,2023,4,No
EMP1173,Heidi,Brown,30,Pending,2022-01-22,58041.97,heidi.brown@example.com,633-533-1059,Poor,True,Early Middle Age,Cloud Tech,California,2022,1,Yes
